"Longitude"	"Latitude"	"Collector"	"Collection.Number"	"Genus"	"Species"	"Country"	"StateProvince"	"MinimumElevation"	"MaximumElevation"	"REPOSITORIO"	"SP"
"-66.17"	"0.83"	"T. B. Croat"	"59300"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-66.17"	"0.83"	"T. B. Croat"	"59300"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-63.1"	"6.25"	"G. A. Aymard Corredor"	"6033"	"Protium"	"aracouchini"	"Venezuela"	"Bol?var"	400	"NA"	220947	"P. aracouchini"
-35	"-7.7886"	"A. G. da Silva"	"609"	"Protium"	"aracouchini"	"Brazil"	"Pernambuco"	40	40	220947	"P. aracouchini"
"-73.58"	"-3.92"	"R. V?squez Mart?nez"	"6134"	"Protium"	"aracouchini"	"Peru"	"Loreto"	150	"NA"	220947	"P. aracouchini"
"-66.92"	"-0.33"	"M. L. Alencar"	"614"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-65.83"	"-11.08"	"J. C. Solomon"	"6174"	"Protium"	"aracouchini"	"Bolivia"	"Beni"	230	230	220947	"P. aracouchini"
"-65.83"	"-11.08"	"J. C. Solomon"	"6178"	"Protium"	"aracouchini"	"Bolivia"	"Beni"	230	230	220947	"P. aracouchini"
"-64.75"	"6.5833"	"C. Knab-Vispo"	"618"	"Protium"	"aracouchini"	"Venezuela"	"Bol?var"	80	"NA"	220947	"P. aracouchini"
-77	"3.97"	"A. Smith"	"62798"	"Protium"	"aracouchini"	"Colombia"	"Valle del Cauca"	50	50	220947	"P. aracouchini"
"-50.05"	"-6.07"	"C. R. Sperling"	"6286"	"Protium"	"aracouchini"	"Brazil"	"Par?"	650	650	220947	"P. aracouchini"
"-67.07972"	"6.18097"	"N. Cuello A."	"629"	"Protium"	"aracouchini"	"Venezuela"	"Bol?var"	20	30	220947	"P. aracouchini"
"-76.5"	"-0.8"	"M. Aulestia"	"633"	"Protium"	"aracouchini"	"Ecuador"	"Napo"	250	250	220947	"P. aracouchini"
"-67.78"	"3.83"	"G. A. Aymard Corredor"	"6365"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	110	110	220947	"P. aracouchini"
"-67.78"	"3.83"	"G. A. Aymard Corredor"	"6398"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	110	110	220947	"P. aracouchini"
"-67.3019055"	"0.076046"	"P. B. Cavalcante"	"650"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-69.33"	"-12.83"	"S. F. Smith"	"658"	"Protium"	"aracouchini"	"Peru"	"Madre de Dios"	"NA"	"NA"	220947	"P. aracouchini"
"-59.4734144"	"-1.9155557"	"C. A. Cid Ferreira"	"6599"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.4734144"	"-1.9155557"	"C. A. Cid Ferreira"	"6599"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-63.0206"	"-7.5061"	"B. A. Krukoff"	"6637"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.4734144"	"-1.9155557"	"C. A. Cid Ferreira"	"6659"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.4734144"	"-1.9155557"	"C. A. Cid Ferreira"	"6659"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-77.08"	"-0.33"	"E. Gudi?o"	"67"	"Protium"	"aracouchini"	"Ecuador"	"Napo"	250	250	220947	"P. aracouchini"
"-59.4734144"	"-1.9155557"	"C. A. Cid Ferreira"	"6707"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.4734144"	"-1.9155557"	"C. A. Cid Ferreira"	"6707"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-76.2"	0	"R. Valencia"	"67484"	"Protium"	"aracouchini"	"Ecuador"	"Sucumb?os"	265	265	220947	"P. aracouchini"
"-67.05"	"1.93"	"H. L. Clark"	"6750"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	119	119	220947	"P. aracouchini"
"-72.6697"	"-7.6311"	"N. A. Rosa"	"679"	"Protium"	"aracouchini"	"Brazil"	"Acre"	"NA"	"NA"	220947	"P. aracouchini"
"-73.6"	"-4.85"	"P. V. A. Fine"	"684"	"Protium"	"calanense"	"Peru"	"Loreto"	100	150	220947	"P. calanense"
"-59.9281883"	"-2.9548699"	"W. A. Rodrigues"	"6845"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-70.1"	"-12.57"	"A. P. Maceda"	"685"	"Protium"	"aracouchini"	"Peru"	"Madre de Dios"	"NA"	"NA"	220947	"P. aracouchini"
"-63.03"	"-7.52"	"B. A. Krukoff"	"6857"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-54.743479"	"4.268374"	"M. J. Jansen-Jacobs"	"6875"	"Protium"	"aracouchini"	"Suriname"	"Marowijne"	600	650	220947	"P. aracouchini"
"-65.55"	"3.17"	"D. Coomes"	"69"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	106	"NA"	220947	"P. aracouchini"
"-64.68333333"	"2.966666667"	"A. Fernandez"	"6921"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	340	340	220947	"P. aracouchini"
"-75.61894444"	"1.750055556"	"D. Cárdenas"	"6924"	"Protium"	"leptostachyum"	"Colombia"	"Caquetá"	"NA"	"NA"	220947	"P. leptostachyum"
"-59.9281883"	"-2.9548699"	"W. A. Rodrigues"	"7017"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-39.1815805"	"-16.3721094"	"P. J. M. Maas"	"7018"	"Protium"	"aracouchini"	"Brazil"	"Bahia"	"NA"	"NA"	220947	"P. aracouchini"
"-39.1815805"	"-16.3721094"	"P. J. M. Maas"	"7018"	"Protium"	"calanense"	"Brazil"	"Bahia"	"NA"	"NA"	220947	"P. calanense"
"-63.03"	"-7.52"	"B. A. Krukoff"	"7027"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-67.08"	"-0.12"	"M. L. Alencar"	"703"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-39.0617"	"-14.4231"	"W. W. Thomas"	"7165"	"Protium"	"calanense"	"Brazil"	"Bahia"	"NA"	"NA"	220947	"P. calanense"
"-67.05"	"1.93"	"H. L. Clark"	"7243"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	119	"NA"	220947	"P. aracouchini"
-77	"-0.42"	"D. A. Neill"	"7255"	"Protium"	"aracouchini"	"Ecuador"	"Napo"	250	250	220947	"P. aracouchini"
"-67.05"	"1.93"	"H. L. Clark"	"7285"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	119	"NA"	220947	"P. aracouchini"
-77	"-0.42"	"D. A. Neill"	"7316"	"Protium"	"aracouchini"	"Ecuador"	"Napo"	250	250	220947	"P. aracouchini"
"-59.97"	"-2.883333"	"J. R. Nascimento"	"732"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-67.75"	4	"J. Velazco"	"736"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	80	"NA"	220947	"P. aracouchini"
"-67.05"	"1.93"	"H. L. Clark"	"7368"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	119	"NA"	220947	"P. aracouchini"
"-63.418158"	"-8.9204557"	"C. A. Cid Ferreira"	"7410"	"Protium"	"aracouchini"	"Brazil"	"Rond?nia"	"NA"	"NA"	220947	"P. aracouchini"
"-67.75"	4	"J. Velazco"	"750"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	80	"NA"	220947	"P. aracouchini"
"-68.67"	"-9.05"	"G. T. Prance"	"7556"	"Protium"	"aracouchini"	"Brazil"	"Acre"	"NA"	"NA"	220947	"P. aracouchini"
"-59.4734144"	"-1.9155557"	"C. A. Cid Ferreira"	"7573"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-38.9197"	"-13.5886"	"R. A. X. Borges"	"759"	"Protium"	"aracouchini"	"Brazil"	"Bahia"	"NA"	"NA"	220947	"P. aracouchini"
"-45.92"	-3	"J. Jangoux"	"764"	"Protium"	"aracouchini"	"Brazil"	"Maranh?o"	0	100	220947	"P. aracouchini"
"-75.53"	"-0.48"	"W. A. Palacios"	"7679"	"Protium"	"aracouchini"	"Ecuador"	"Napo"	230	230	220947	"P. aracouchini"
"-47.75"	"-4.33"	"D. C. Daly"	"768"	"Protium"	"aracouchini"	"Brazil"	"Par?"	"NA"	"NA"	220947	"P. aracouchini"
"-55.546001"	"5.142711"	"J. P. Schulz"	"7680"	"Protium"	"aracouchini"	"Suriname"		"NA"	"NA"	220947	"P. aracouchini"
"-75.53"	"-0.48"	"W. A. Palacios"	"7681"	"Protium"	"aracouchini"	"Ecuador"	"Napo"	230	230	220947	"P. aracouchini"
"-55.546001"	"5.142711"	"J. P. Schulz"	"7697"	"Protium"	"aracouchini"	"Suriname"		"NA"	"NA"	220947	"P. aracouchini"
"-76.53"	"-1.5"	"W. A. Palacios"	"777"	"Protium"	"aracouchini"	"Ecuador"	"Pastaza"	230	230	220947	"P. aracouchini"
"-65.8"	"4.5"	"L. A. Delgado"	"778"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	100	100	220947	"P. aracouchini"
"-75.53"	"-0.55"	"W. A. Palacios"	"7835"	"Protium"	"aracouchini"	"Ecuador"	"Napo"	230	230	220947	"P. aracouchini"
"-75.53"	"-0.55"	"W. A. Palacios"	"7860"	"Protium"	"aracouchini"	"Ecuador"	"Napo"	230	230	220947	"P. aracouchini"
"-76.35"	"-6.48"	"S. D. Knapp"	"7917"	"Protium"	"aracouchini"	"Peru"	"San Mart?n"	760	760	220947	"P. aracouchini"
"-65.42"	"3.05"	"G. A. Aymard Corredor"	"7950"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	280	"NA"	220947	"P. aracouchini"
"-72.4"	"-0.62"	"J. F. Duivenvoorden"	"798"	"Protium"	"elegans"	"Colombia"	"Caquetá"	"NA"	"NA"	220947	"P. elegans"
"-64.780916"	"-3.3006428"	"I. L. do Amaral"	"80"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-64.780916"	"-3.3006428"	"I. L. do Amaral"	"80"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-57.133333"	"-0.016667"	"C. A. Cid Ferreira"	"8059"	"Protium"	"aracouchini"	"Brazil"	"Par?"	"NA"	"NA"	220947	"P. aracouchini"
"-57.133333"	"-0.016667"	"C. A. Cid Ferreira"	"8059"	"Protium"	"aracouchini"	"Brazil"	"Par?"	"NA"	"NA"	220947	"P. aracouchini"
"-76.5"	"-0.8"	"M. Aulestia"	"807"	"Protium"	"aracouchini"	"Ecuador"	"Napo"	250	250	220947	"P. aracouchini"
"-74.75"	"7.02"	"R. Callejas Posada"	"8105"	"Protium"	"aracouchini"	"Colombia"	"Antioquia"	530	640	220947	"P. aracouchini"
"-72.92"	"-3.33"	"R. V?squez Mart?nez"	"8180"	"Protium"	"aracouchini"	"Peru"	"Loreto"	116	116	220947	"P. aracouchini"
"-64.7694415"	"-7.278932"	"G. T. Prance"	"8214"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-63.8138354"	"-8.7077196"	"G. T. Prance"	"8295"	"Protium"	"aracouchini"	"Brazil"	"Rond?nia"	"NA"	"NA"	220947	"P. aracouchini"
"-63.116667"	"-9.166667"	"L. O. A. Teixeira"	"835"	"Protium"	"aracouchini"	"Brazil"	"Rond?nia"	"NA"	"NA"	220947	"P. aracouchini"
"-67.1"	"3.07"	"J. Velazco"	"848"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	80	80	220947	"P. aracouchini"
"-78.7"	"-4.27"	"W. A. Palacios"	"8504"	"Protium"	"aracouchini"	"Ecuador"	"Zamora-Chinchipe"	970	"NA"	220947	"P. aracouchini"
"-59.74583"	"-2.41625"	"B. M. Boom"	"8592"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	50	125	220947	"P. aracouchini"
"-56.20236"	"4.729022"	"S. A. Mori"	"8640"	"Protium"	"aracouchini"	"Suriname"		"NA"	"NA"	220947	"P. aracouchini"
"-65.75"	-11	"P. J. M. Maas"	"8659"	"Protium"	"aracouchini"	"Bolivia"	"Beni"	"NA"	"NA"	220947	"P. aracouchini"
"-63.58"	"-12.08"	"C. A. Cid Ferreira"	"8674"	"Protium"	"aracouchini"	"Brazil"	"Rond?nia"	"NA"	"NA"	220947	"P. aracouchini"
"-63.82"	"-10.87"	"N. A. Rosa"	"868"	"Protium"	"aracouchini"	"Brazil"	"Rond?nia"	600	700	220947	"P. aracouchini"
"-67.05"	"1.85"	"R. L. Liesner"	"8848"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	120	"NA"	220947	"P. aracouchini"
"-65.1"	"-9.55"	"G. T. Prance"	"8895"	"Protium"	"aracouchini"	"Brazil"	"Rond?nia"	"NA"	"NA"	220947	"P. aracouchini"
"-63.12"	"4.42"	"J. A. Steyermark"	"90525"	"Protium"	"aracouchini"	"Venezuela"	"Bol?var"	500	510	220947	"P. aracouchini"
"-59.97"	"-2.88"	"J. E. L. S. Ribeiro"	"906"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.6918321"	"-2.6962016"	"G. T. Prance"	"9068"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.6918321"	"-2.6962016"	"G. T. Prance"	"9068"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-66.83"	"2.67"	"G. A. Aymard Corredor"	"9099"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	160	160	220947	"P. aracouchini"
"-76.22"	"-0.03"	"W. A. Palacios"	"9105"	"Protium"	"aracouchini"	"Ecuador"	"Sucumb?os"	230	"NA"	220947	"P. aracouchini"
"-67.1"	"4.37"	"E. Foldats"	"9142"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	130	130	220947	"P. aracouchini"
"-74.93"	"7.08"	"R. Callejas Posada"	"9226"	"Protium"	"aracouchini"	"Colombia"	"Antioquia"	950	1100	220947	"P. aracouchini"
"-74.93"	"7.08"	"R. Callejas Posada"	"9236"	"Protium"	"aracouchini"	"Colombia"	"Antioquia"	950	1100	220947	"P. aracouchini"
"-72.92"	"-7.4961"	"P. J. M. Maas"	"9242"	"Protium"	"leptostachyum"	"Brazil"	"Acre"	"NA"	"NA"	220947	"P. leptostachyum"
"-39.7222222"	"-13.5972222"	"W. W. Thomas"	"9274"	"Protium"	"aracouchini"	"Brazil"	"Bahia"	500	600	220947	"P. aracouchini"
"-67.3"	"0.33"	"D. W. Stevenson"	"930"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-63.9039"	"-8.76194"	"F. Dionizia"	"94"	"Protium"	"aracouchini"	"Brazil"	"Rond?nia"	"NA"	"NA"	220947	"P. aracouchini"
"-67.3"	"4.57"	"E. Foldats"	"9455"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	120	"NA"	220947	"P. aracouchini"
"-68.8431"	"-13.0258"	"A. Araujo-Murakami"	"948"	"Protium"	"aracouchini"	"Bolivia"	"La Paz"	190	210	220947	"P. aracouchini"
"-59.282763"	"-2.9420123"	"W. A. Rodrigues"	"9516"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-67.75"	"4.37"	"A. Gr?ger"	"963"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-77.9175"	"-3.0306"	"C. Kajekai"	"966"	"Protium"	"calanense"	"Ecuador"	"Morona-Santiago"	530	"NA"	220947	"P. calanense"
"-45.2508"	"-3.4919"	"W. L. Bal?e"	"969"	"Protium"	"aracouchini"	"Brazil"	"Maranh?o"	"NA"	"NA"	220947	"P. aracouchini"
"-59.97"	"-2.88"	"J. E. L. S. Ribeiro"	"971"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-39.2206"	"-17.3411"	"S. A. Mori"	"9730"	"Protium"	"aracouchini"	"Brazil"	"Bahia"	25	75	220947	"P. aracouchini"
"-67.07"	"1.92"	"G. A. Aymard Corredor"	"9819"	"Protium"	"aracouchini"	"Venezuela"	"Amazonas"	140	140	220947	"P. aracouchini"
"-51.85"	"4.216666667"	"B. Oldeman"	"B.2632"	"Protium"	"aracouchini"	"French Guiana"		"NA"	"NA"	220947	"P. aracouchini"
"-72.67"	"-7.63111"	"P. J. M. Maas"	"P12854"	"Protium"	"aracouchini"	"Brazil"	"Acre"	"NA"	"NA"	220947	"P. aracouchini"
"-66.1014748"	"-2.5011698"	"E. Lleras"	"P17428"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.35"	"-10.2"	"C. C. Berg"	"P18448"	"Protium"	"aracouchini"	"Brazil"	"Mato Grosso"	"NA"	"NA"	220947	"P. aracouchini"
"-59.35"	"-10.2"	"C. C. Berg"	"P18490"	"Protium"	"aracouchini"	"Brazil"	"Mato Grosso"	"NA"	"NA"	220947	"P. aracouchini"
"-59.93016"	"-3.085061"	"C. C. Berg"	"P18794"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-60.086031"	"-1.8595815"	"C. C. Berg"	"P19552"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.35"	"-10.2"	"C. C. Berg"	"P19898"	"Protium"	"aracouchini"	"Brazil"	"Mato Grosso"	"NA"	"NA"	220947	"P. aracouchini"
"-59.35"	"-10.2"	"C. C. Berg"	"P19898"	"Protium"	"aracouchini"	"Brazil"	"Mato Grosso"	"NA"	"NA"	220947	"P. aracouchini"
"-60.086031"	"-1.8595815"	"W. C. Steward"	"P20288"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-58.8774705"	"-2.9875702"	"T. D. Pennington"	"P22643"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-58.8774705"	"-2.9875702"	"T. D. Pennington"	"P22646"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-52.365972"	"-3.262909"	"G. T. Prance"	"P24722"	"Protium"	"aracouchini"	"Brazil"	"Par?"	"NA"	"NA"	220947	"P. aracouchini"
"-52.365972"	"-3.262909"	"G. T. Prance"	"P24722"	"Protium"	"aracouchini"	"Brazil"	"Par?"	"NA"	"NA"	220947	"P. aracouchini"
"-55.4820299"	"-6.7139599"	"G. T. Prance"	"P25496"	"Protium"	"aracouchini"	"Brazil"	"Par?"	"NA"	"NA"	220947	"P. aracouchini"
"-55.4820299"	"-6.7139599"	"G. T. Prance"	"P25496"	"Protium"	"aracouchini"	"Brazil"	"Par?"	"NA"	"NA"	220947	"P. aracouchini"
"-60.0917441"	"-2.326638"	"C. A. Mackenzie"	"s.n."	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-73.75"	"-4.92"	"L. Bernardi"	"s/n"	"Protium"	"aracouchini"	"Peru"	"Loreto"	120	120	220947	"P. aracouchini"
"-73.282456"	"-3.75626"	"W. A. Ducke"	"s/n"	"Protium"	"aracouchini"	"Peru"		"NA"	"NA"	220947	"P. aracouchini"
"-59.9865854"	"-2.3900614"	"J. R. M. Nascimento"	"s/n"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.9281883"	"-2.9548699"	"D. F. Co?lho"	"s/n"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-66.7"	"0.3"	"A. C. Weber"	"s/n"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-48.5044"	"-1.45583"	"R. S. Rodrigues"	"s/n"	"Protium"	"aracouchini"	"Brazil"	"Par?"	"NA"	"NA"	220947	"P. aracouchini"
"-59.9865854"	"-2.3900614"	"E. Palheta"	"s/n"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-60.025"	"-3.10194"	"A. Loureiro"	"s/n"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-60.025"	"-3.10194"	"A. Loureiro"	"s/n"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-59.9195758"	"-2.7611821"	"D. Co?lho"	"s/n"	"Protium"	"aracouchini"	"Brazil"	"Amazonas"	"NA"	"NA"	220947	"P. aracouchini"
"-64.98"	"6.35"	"L. Salas"	"TT-125"	"Protium"	"aracouchini"	"Venezuela"	"Bol?var"	120	120	220947	"P. aracouchini"
"-73.724047"	"-5.908040"	"Fine, P.V.A."	"s_n_"	"Protium"	"sp. 4"	"Peru"	"Loreto"	137	165		"P. sp. 4"
"-61.74868"	"3.77973"	"Perdiz, R.O."	1799	"Protium"	"sp. 1"	"Brazil"	"Roraima"				"P. sp. 1"
"-35.168611"	"-6.524167"	"Jardim, J.G."	6443	"Protium"	"aracouchini"	"Brazil"	"Rio Grande do Norte"	"NA"	100		"P. aracouchini"
